now_arrive_time,distance,hot
19시,313.0,0
19시,1683.0,0
19시,298.0,0
19시,362.0,0
19시,216.0,1
19시,513.0,1
19시,361.0,1
19시,466.0,1
19시,264.0,1
19시,837.0,1
19시,244.0,1
19시,1893.0,1
19시,441.0,1
19시,828.0,1
19시,518.0,1
19시,440.0,1
19시,336.0,1
19시,526.0,1
20시,683.0,1
20시,512.0,1
20시,357.0,1
20시,399.0,1
20시,1191.0,1
20시,811.0,0
20시,312.0,0
20시,167.0,0
20시,1806.0,0
20시,675.0,0
20시,1328.0,0
20시,451.0,0
20시,318.0,0
20시,363.0,0
20시,478.0,0
20시,361.0,0
20시,1139.0,0
20시,302.0,0
20시,420.0,0
20시,195.0,0
20시,360.0,0
20시,281.0,0
20시,295.0,0
21시,280.0,0
21시,375.0,0
21시,415.0,0
21시,478.0,0
21시,324.0,0
21시,496.0,1
21시,237.0,1
21시,275.0,1
21시,549.0,1
21시,142.0,1
21시,236.0,1
21시,575.0,1
21시,120.0,1
21시,214.0,1
21시,671.0,1
21시,607.0,1
08시,188.0,1
08시,193.0,1
08시,636.0,1
08시,526.0,1
08시,242.0,1
08시,390.0,1
08시,973.0,1
08시,197.0,0
08시,420.0,0
08시,365.0,0
08시,614.0,0
08시,362.0,0
08시,422.0,0
08시,529.0,0
08시,770.0,0
08시,625.0,0
09시,620.0,0
09시,363.0,0
09시,420.0,0
09시,420.0,0
09시,330.0,0
09시,290.0,0
09시,345.0,0
09시,251.0,0
09시,163.0,0
09시,292.0,0
09시,586.0,0
09시,847.0,0
09시,703.0,0
09시,724.0,0
09시,463.0,0
09시,322.0,0
09시,313.0,0
09시,878.0,0
09시,536.0,0
09시,827.0,0
09시,751.0,0
09시,562.0,0
09시,392.0,0
09시,676.0,0
09시,1683.0,0
09시,298.0,0
09시,705.0,0
09시,362.0,0
09시,216.0,1
09시,513.0,1
09시,361.0,1
09시,466.0,1
09시,264.0,1
09시,758.0,1
09시,244.0,1
09시,1893.0,1
09시,441.0,1
10시,828.0,1
10시,336.0,1
10시,399.0,1
10시,312.0,0
10시,167.0,0
10시,235.0,0
10시,951.0,0
10시,1806.0,0
10시,292.0,0
10시,304.0,0
10시,1125.0,0
10시,594.0,0
10시,677.0,0
10시,318.0,0
10시,363.0,0
10시,490.0,0
10시,534.0,0
10시,354.0,0
10시,366.0,0
10시,1139.0,0
10시,302.0,0
10시,332.0,0
11시,195.0,0
11시,360.0,0
11시,280.0,0
11시,332.0,0
11시,466.0,0
11시,375.0,0
11시,415.0,0
11시,478.0,0
11시,237.0,1
11시,275.0,1
11시,549.0,1
11시,142.0,1
11시,236.0,1
11시,575.0,1
11시,671.0,1
11시,670.0,1
11시,858.0,1
11시,607.0,1
13시,236.0,1
13시,142.0,1
13시,549.0,1
13시,415.0,0
13시,332.0,0
13시,281.0,0
13시,231.0,0
13시,363.0,0
13시,318.0,0
14시,167.0,0
14시,312.0,0
14시,811.0,0
14시,1191.0,1
14시,399.0,1
14시,357.0,1
14시,512.0,1
14시,336.0,1
14시,440.0,1
14시,1893.0,1
14시,244.0,1
14시,264.0,1
14시,513.0,1
14시,216.0,1
14시,362.0,0
15시,676.0,0
15시,468.0,0
15시,313.0,0
15시,322.0,0
15시,1876.0,0
15시,374.0,0
15시,461.0,0
15시,847.0,0
15시,586.0,0
15시,251.0,0
15시,303.0,0
15시,420.0,0
16시,333.0,1
19시,232.0,1
19시,193.0,1
19시,636.0,1
19시,526.0,1
19시,242.0,1
19시,390.0,1
19시,973.0,1
19시,197.0,0
19시,420.0,0
19시,365.0,0
19시,614.0,0
19시,362.0,0
19시,422.0,0
19시,529.0,0
19시,620.0,0
19시,363.0,0
19시,420.0,0
19시,636.0,0
19시,428.0,0
19시,420.0,0
19시,330.0,0
19시,290.0,0
19시,345.0,0
19시,303.0,0
19시,251.0,0
19시,163.0,0
19시,292.0,0
19시,586.0,0
19시,344.0,0
19시,703.0,0
19시,374.0,0
19시,322.0,0
19시,313.0,0
19시,468.0,0
19시,536.0,0
20시,562.0,0
20시,392.0,0
20시,676.0,0
20시,1683.0,0
20시,298.0,0
20시,216.0,1
20시,244.0,1
20시,1893.0,1
20시,441.0,1
20시,828.0,1
20시,518.0,1
20시,526.0,1
20시,683.0,1
20시,512.0,1
20시,357.0,1
20시,399.0,1
20시,1191.0,1
20시,811.0,0
20시,312.0,0
20시,167.0,0
20시,235.0,0
20시,521.0,0
20시,514.0,0
21시,451.0,0
21시,318.0,0
21시,363.0,0
21시,478.0,0
21시,853.0,0
21시,300.0,0
21시,502.0,0
21시,366.0,0
21시,1139.0,0
21시,302.0,0
21시,420.0,0
21시,332.0,0
21시,195.0,0
21시,231.0,0
21시,280.0,0
21시,332.0,0
21시,415.0,0
21시,478.0,0
21시,450.0,0
21시,316.0,0
21시,659.0,0
21시,726.0,0
21시,324.0,0
21시,237.0,1
21시,142.0,1
21시,236.0,1
21시,575.0,1
21시,671.0,1
22시,670.0,1
22시,341.0,1
22시,607.0,1
08시,341.0,0
08시,439.0,0
08시,651.0,0
08시,348.0,0
08시,385.0,0
08시,210.0,0
08시,249.0,0
08시,407.0,0
08시,315.0,0
08시,571.0,0
09시,283.0,1
09시,396.0,1
09시,1942.0,1
09시,270.0,1
09시,597.0,1
09시,134.0,1
09시,348.0,1
09시,278.0,1
09시,441.0,0
10시,436.0,0
10시,572.0,0
10시,337.0,0
10시,422.0,0
10시,563.0,0
10시,223.0,0
10시,670.0,0
10시,461.0,1
10시,114.0,1
10시,571.0,1
10시,595.0,1
12시,746.0,1
12시,595.0,1
12시,571.0,1
12시,930.0,1
12시,745.0,1
12시,223.0,1
12시,114.0,1
12시,461.0,1
12시,218.0,1
12시,280.0,1
12시,384.0,1
12시,312.0,1
12시,512.0,1
12시,384.0,1
12시,332.0,0
12시,327.0,0
12시,415.0,0
12시,200.0,0
12시,591.0,0
12시,301.0,0
12시,334.0,0
12시,523.0,0
12시,305.0,0
12시,315.0,0
12시,311.0,0
12시,627.0,0
12시,533.0,0
12시,563.0,0
12시,422.0,0
13시,337.0,0
13시,1163.0,0
13시,710.0,0
13시,254.0,0
13시,477.0,0
13시,280.0,0
13시,581.0,0
13시,239.0,0
13시,475.0,0
13시,1196.0,0
13시,361.0,0
13시,684.0,0
13시,915.0,0
13시,475.0,0
13시,358.0,0
13시,490.0,0
13시,937.0,0
13시,347.0,0
13시,767.0,0
13시,441.0,0
13시,767.0,0
13시,1270.0,1
13시,278.0,1
13시,348.0,1
13시,134.0,1
13시,597.0,1
13시,624.0,1
13시,540.0,1
13시,383.0,1
13시,937.0,1
13시,270.0,1
13시,1942.0,1
14시,259.0,1
14시,829.0,1
14시,266.0,1
14시,326.0,1
14시,397.0,1
14시,283.0,1
14시,320.0,0
14시,198.0,0
14시,569.0,0
14시,474.0,0
14시,280.0,0
14시,727.0,0
14시,400.0,0
14시,417.0,0
14시,588.0,0
14시,992.0,0
14시,407.0,0
14시,249.0,0
14시,210.0,0
14시,227.0,0
14시,431.0,0
14시,385.0,0
14시,342.0,0
14시,318.0,0
14시,348.0,0
14시,651.0,0
14시,439.0,0
14시,341.0,0
14시,765.0,0
14시,311.0,0
15시,710.0,0
15시,405.0,0
15시,542.0,0
15시,350.0,0
15시,508.0,0
15시,97.0,0
15시,245.0,0
15시,386.0,0
15시,208.0,0
15시,386.0,0
15시,265.0,1
15시,481.0,1
15시,528.0,1
15시,275.0,1
15시,270.0,1
15시,374.0,1
15시,562.0,1
15시,518.0,1
15시,140.0,1
15시,165.0,1
15시,236.0,1
15시,541.0,1
18시,651.0,0
18시,437.0,0
18시,227.0,0
18시,210.0,0
18시,249.0,0
18시,407.0,0
18시,457.0,0
19시,469.0,0
19시,276.0,0
19시,400.0,0
19시,677.0,0
19시,392.0,0
19시,283.0,1
19시,1942.0,1
19시,499.0,1
19시,383.0,1
19시,540.0,1
19시,624.0,1
19시,348.0,1
19시,441.0,0
20시,581.0,0
20시,428.0,0
20시,422.0,0
20시,563.0,0
20시,311.0,0
20시,315.0,0
20시,223.0,0
20시,200.0,0
20시,415.0,0
20시,457.0,0
21시,1182.0,1
21시,461.0,1
21시,571.0,1
21시,595.0,1
21시,364.0,1
05시,746.0,1
05시,930.0,1
05시,745.0,1
05시,223.0,1
05시,114.0,1
05시,461.0,1
05시,218.0,1
05시,280.0,1
05시,384.0,1
05시,312.0,1
05시,512.0,1
05시,286.0,1
05시,631.0,1
05시,787.0,0
06시,552.0,0
06시,457.0,0
06시,324.0,0
06시,327.0,0
06시,415.0,0
06시,591.0,0
06시,301.0,0
06시,305.0,0
06시,315.0,0
06시,422.0,0
06시,710.0,0
06시,280.0,0
06시,572.0,0
06시,428.0,0
06시,348.0,0
06시,389.0,0
06시,173.0,0
06시,239.0,0
06시,475.0,0
06시,1196.0,0
06시,361.0,0
06시,915.0,0
06시,475.0,0
06시,358.0,0
06시,347.0,0
06시,767.0,0
06시,458.0,0
06시,218.0,0
06시,441.0,0
07시,767.0,0
07시,1270.0,1
07시,278.0,1
07시,348.0,1
07시,624.0,1
07시,540.0,1
07시,426.0,1
07시,937.0,1
07시,270.0,1
07시,1942.0,1
07시,259.0,1
07시,856.0,1
07시,266.0,1
07시,347.0,1
07시,755.0,1
07시,326.0,1
07시,396.0,1
07시,396.0,1
07시,397.0,1
07시,283.0,1
07시,474.0,0
07시,280.0,0
07시,1683.0,0
07시,1070.0,0
07시,834.0,0
07시,400.0,0
07시,417.0,0
07시,276.0,0
07시,992.0,0
07시,813.0,0
07시,457.0,0
07시,407.0,0
07시,249.0,0
08시,210.0,0
08시,318.0,0
08시,348.0,0
08시,651.0,0
08시,439.0,0
08시,341.0,0
08시,765.0,0
08시,746.0,0
08시,709.0,0
08시,311.0,0
08시,710.0,0
08시,405.0,0
08시,542.0,0
08시,350.0,0
08시,265.0,1
08시,481.0,1
08시,528.0,1
08시,275.0,1
08시,270.0,1
08시,518.0,1
08시,236.0,1
08시,541.0,1
11시,348.0,0
11시,431.0,0
11시,227.0,0
11시,210.0,0
11시,249.0,0
11시,407.0,0
11시,457.0,0
11시,469.0,0
11시,276.0,0
11시,400.0,0
11시,315.0,0
12시,677.0,0
12시,280.0,0
12시,392.0,0
12시,283.0,1
12시,1942.0,1
12시,383.0,1
12시,597.0,1
12시,134.0,1
12시,348.0,1
12시,278.0,1
12시,441.0,0
12시,475.0,0
13시,239.0,0
13시,422.0,0
13시,301.0,0
13시,591.0,0
13시,346.0,0
13시,324.0,0
13시,461.0,1
13시,114.0,1
14시,571.0,1
15시,746.0,1
15시,930.0,1
15시,745.0,1
15시,223.0,1
15시,114.0,1
15시,461.0,1
15시,218.0,1
15시,280.0,1
15시,384.0,1
15시,312.0,1
15시,512.0,1
15시,485.0,0
15시,409.0,0
15시,787.0,0
15시,552.0,0
15시,324.0,0
15시,346.0,0
15시,332.0,0
15시,327.0,0
15시,415.0,0
15시,200.0,0
15시,223.0,0
15시,523.0,0
15시,305.0,0
15시,315.0,0
15시,533.0,0
16시,563.0,0
16시,1163.0,0
16시,710.0,0
16시,254.0,0
16시,572.0,0
16시,428.0,0
16시,348.0,0
16시,389.0,0
16시,173.0,0
16시,239.0,0
16시,475.0,0
16시,1196.0,0
16시,915.0,0
16시,475.0,0
16시,767.0,0
16시,458.0,0
16시,218.0,0
16시,441.0,0
16시,767.0,0
16시,1270.0,1
16시,278.0,1
16시,348.0,1
16시,134.0,1
16시,597.0,1
16시,383.0,1
16시,499.0,1
16시,426.0,1
16시,937.0,1
16시,270.0,1
16시,1942.0,1
16시,259.0,1
17시,829.0,1
17시,347.0,1
17시,755.0,1
17시,396.0,1
17시,397.0,1
17시,283.0,1
17시,320.0,0
17시,474.0,0
17시,280.0,0
17시,1683.0,0
17시,773.0,0
17시,254.0,0
17시,677.0,0
17시,400.0,0
17시,469.0,0
17시,992.0,0
17시,407.0,0
17시,249.0,0
17시,210.0,0
17시,227.0,0
17시,437.0,0
17시,385.0,0
17시,342.0,0
17시,318.0,0
17시,439.0,0
17시,341.0,0
17시,765.0,0
17시,746.0,0
17시,722.0,0
17시,311.0,0
18시,710.0,0
18시,405.0,0
18시,542.0,0
18시,350.0,0
18시,508.0,0
18시,97.0,0
18시,245.0,0
18시,386.0,0
18시,208.0,0
18시,386.0,0
18시,265.0,1
18시,481.0,1
18시,528.0,1
18시,275.0,1
18시,270.0,1
18시,374.0,1
18시,562.0,1
18시,518.0,1
18시,140.0,1
18시,165.0,1
18시,541.0,1
07시,341.0,0
07시,439.0,0
07시,318.0,0
07시,342.0,0
07시,385.0,0
07시,431.0,0
07시,437.0,0
07시,249.0,0
07시,407.0,0
07시,315.0,0
08시,283.0,1
08시,397.0,1
08시,383.0,1
08시,348.0,1
08시,278.0,1
08시,441.0,0
09시,533.0,0
09시,315.0,0
09시,305.0,0
09시,523.0,0
09시,223.0,0
09시,200.0,0
09시,415.0,0
09시,327.0,0
09시,332.0,0
09시,448.0,1
09시,280.0,1
09시,114.0,1
09시,223.0,1
09시,571.0,1
09시,595.0,1
11시,189.0,1
11시,746.0,1
11시,930.0,1
11시,745.0,1
11시,223.0,1
11시,114.0,1
11시,461.0,1
11시,218.0,1
11시,280.0,1
11시,384.0,1
11시,312.0,1
11시,512.0,1
11시,470.0,0
11시,457.0,0
11시,332.0,0
11시,327.0,0
11시,415.0,0
11시,301.0,0
11시,334.0,0
11시,523.0,0
11시,305.0,0
11시,315.0,0
11시,533.0,0
11시,563.0,0
11시,422.0,0
11시,710.0,0
11시,254.0,0
11시,173.0,0
11시,239.0,0
11시,475.0,0
12시,1196.0,0
12시,361.0,0
12시,684.0,0
12시,501.0,0
12시,475.0,0
12시,358.0,0
12시,490.0,0
12시,937.0,0
12시,1614.0,0
12시,767.0,0
12시,458.0,0
12시,218.0,0
12시,441.0,0
12시,767.0,0
12시,1270.0,1
12시,278.0,1
12시,348.0,1
12시,134.0,1
12시,597.0,1
12시,426.0,1
12시,937.0,1
12시,270.0,1
12시,1942.0,1
12시,259.0,1
12시,397.0,1
12시,283.0,1
12시,320.0,0
12시,474.0,0
12시,280.0,0
12시,1683.0,0
13시,677.0,0
13시,727.0,0
13시,571.0,0
13시,315.0,0
13시,400.0,0
13시,1960.0,0
13시,276.0,0
13시,588.0,0
13시,992.0,0
13시,813.0,0
13시,457.0,0
13시,407.0,0
13시,249.0,0
13시,210.0,0
13시,227.0,0
13시,437.0,0
13시,318.0,0
13시,348.0,0
13시,651.0,0
13시,439.0,0
13시,341.0,0
13시,765.0,0
13시,311.0,0
13시,710.0,0
13시,405.0,0
13시,542.0,0
13시,350.0,0
13시,508.0,0
13시,97.0,0
13시,245.0,0
13시,386.0,0
13시,208.0,0
13시,386.0,0
13시,265.0,1
13시,481.0,1
13시,528.0,1
13시,275.0,1
14시,270.0,1
14시,518.0,1
14시,140.0,1
14시,165.0,1
14시,236.0,1
14시,541.0,1
17시,765.0,0
17시,341.0,0
17시,348.0,0
17시,318.0,0
17시,342.0,0
17시,385.0,0
17시,210.0,0
17시,249.0,0
17시,407.0,0
17시,457.0,0
17시,469.0,0
17시,276.0,0
17시,400.0,0
17시,834.0,0
17시,773.0,0
17시,283.0,1
17시,397.0,1
17시,326.0,1
17시,1942.0,1
18시,270.0,1
18시,436.0,0
18시,572.0,0
19시,422.0,0
19시,563.0,0
19시,311.0,0
19시,315.0,0
19시,305.0,0
19시,523.0,0
19시,332.0,0
19시,457.0,0
19시,280.0,1
19시,218.0,1
19시,461.0,1
19시,745.0,1
19시,930.0,1
19시,189.0,1
20시,746.0,1
20시,595.0,1
20시,571.0,1
20시,930.0,1
20시,745.0,1
20시,223.0,1
20시,114.0,1
20시,461.0,1
20시,218.0,1
20시,280.0,1
20시,384.0,1
20시,312.0,1
21시,313.0,0
21시,346.0,0
21시,332.0,0
21시,327.0,0
21시,301.0,0
21시,533.0,0
21시,563.0,0
21시,1163.0,0
21시,487.0,0
21시,428.0,0
21시,587.0,0
21시,173.0,0
21시,239.0,0
21시,839.0,0
21시,915.0,0
21시,475.0,0
21시,358.0,0
21시,441.0,0
21시,767.0,0
21시,348.0,1
22시,134.0,1
06시,597.0,1
06시,134.0,1
06시,348.0,1
06시,278.0,1
06시,441.0,0
06시,361.0,0
06시,1196.0,0
06시,475.0,0
06시,239.0,0
06시,173.0,0
06시,587.0,0
07시,305.0,0
07시,523.0,0
07시,223.0,0
07시,670.0,0
07시,332.0,0
07시,280.0,1
07시,218.0,1
07시,461.0,1
07시,571.0,1
08시,189.0,1
08시,545.0,1
08시,571.0,1
08시,930.0,1
08시,745.0,1
08시,223.0,1
08시,114.0,1
08시,280.0,1
08시,384.0,1
08시,312.0,1
08시,512.0,1
08시,286.0,1
08시,457.0,0
08시,324.0,0
08시,346.0,0
08시,332.0,0
09시,670.0,0
09시,223.0,0
09시,523.0,0
09시,305.0,0
09시,315.0,0
09시,311.0,0
09시,627.0,0
09시,533.0,0
09시,563.0,0
09시,422.0,0
09시,337.0,0
09시,1163.0,0
09시,477.0,0
09시,280.0,0
09시,572.0,0
09시,428.0,0
09시,823.0,0
09시,587.0,0
09시,173.0,0
09시,239.0,0
09시,475.0,0
09시,684.0,0
09시,915.0,0
09시,475.0,0
09시,454.0,0
09시,347.0,0
09시,767.0,0
09시,458.0,0
09시,218.0,0
09시,441.0,0
09시,767.0,0
10시,348.0,1
10시,134.0,1
10시,597.0,1
10시,624.0,1
10시,540.0,1
10시,383.0,1
10시,499.0,1
10시,270.0,1
10시,1942.0,1
10시,259.0,1
10시,829.0,1
10시,347.0,1
10시,755.0,1
10시,396.0,1
10시,397.0,1
10시,283.0,1
10시,392.0,0
10시,474.0,0
10시,280.0,0
10시,727.0,0
10시,1070.0,0
10시,315.0,0
10시,400.0,0
10시,417.0,0
10시,469.0,0
10시,813.0,0
10시,457.0,0
10시,407.0,0
11시,765.0,0
11시,746.0,0
11시,311.0,0
11시,710.0,0
11시,405.0,0
11시,542.0,0
11시,350.0,0
11시,508.0,0
11시,97.0,0
11시,208.0,0
11시,481.0,1
11시,528.0,1
11시,275.0,1
11시,270.0,1
11시,518.0,1
11시,541.0,1
14시,518.0,1
14시,341.0,0
14시,348.0,0
14시,437.0,0
14시,249.0,0
14시,407.0,0
14시,457.0,0
14시,469.0,0
15시,315.0,0
15시,283.0,1
15시,397.0,1
15시,396.0,1
15시,396.0,1
15시,1942.0,1
16시,475.0,0
16시,436.0,0
16시,422.0,0
16시,315.0,0
16시,346.0,0
16시,324.0,0
16시,787.0,0
17시,384.0,1
17시,280.0,1
17시,745.0,1
17시,595.0,1
18시,189.0,1
18시,329.0,1
18시,746.0,1
18시,595.0,1
18시,571.0,1
18시,930.0,1
18시,745.0,1
18시,223.0,1
18시,114.0,1
18시,461.0,1
18시,218.0,1
18시,280.0,1
18시,512.0,1
18시,384.0,1
18시,448.0,1
18시,485.0,0
18시,552.0,0
18시,313.0,0
18시,602.0,0
18시,470.0,0
18시,346.0,0
18시,415.0,0
18시,670.0,0
18시,446.0,0
18시,200.0,0
18시,223.0,0
18시,523.0,0
18시,305.0,0
18시,315.0,0
18시,311.0,0
18시,627.0,0
18시,422.0,0
18시,337.0,0
18시,1163.0,0
19시,710.0,0
19시,254.0,0
19시,389.0,0
19시,173.0,0
19시,239.0,0
19시,475.0,0
19시,475.0,0
19시,358.0,0
19시,1778.0,0
19시,458.0,0
19시,218.0,0
19시,441.0,0
19시,278.0,1
19시,348.0,1
19시,134.0,1
19시,597.0,1
19시,624.0,1
19시,540.0,1
19시,383.0,1
19시,499.0,1
19시,426.0,1
19시,937.0,1
19시,270.0,1
19시,1942.0,1
19시,259.0,1
20시,856.0,1
20시,396.0,1
20시,396.0,1
20시,397.0,1
20시,283.0,1
20시,392.0,0
20시,474.0,0
20시,280.0,0
20시,254.0,0
20시,677.0,0
20시,315.0,0
20시,400.0,0
20시,588.0,0
20시,457.0,0
20시,407.0,0
20시,249.0,0
20시,210.0,0
20시,342.0,0
20시,318.0,0
20시,348.0,0
20시,651.0,0
20시,439.0,0
20시,341.0,0
20시,765.0,0
20시,746.0,0
20시,722.0,0
20시,405.0,0
20시,542.0,0
20시,350.0,0
20시,508.0,0
21시,97.0,0
21시,528.0,1
21시,275.0,1
21시,270.0,1
21시,518.0,1
21시,236.0,1
21시,541.0,1
08시,232.0,1
08시,193.0,1
08시,636.0,1
08시,526.0,1
08시,242.0,1
08시,390.0,1
09시,420.0,0
09시,365.0,0
09시,614.0,0
09시,362.0,0
09시,422.0,0
09시,529.0,0
09시,770.0,0
09시,363.0,0
09시,420.0,0
09시,636.0,0
09시,428.0,0
09시,420.0,0
09시,303.0,0
09시,251.0,0
09시,163.0,0
09시,292.0,0
09시,586.0,0
09시,344.0,0
09시,943.0,0
09시,847.0,0
09시,703.0,0
09시,611.0,0
09시,461.0,0
09시,374.0,0
09시,751.0,0
09시,676.0,0
09시,1683.0,0
09시,298.0,0
09시,568.0,0
10시,216.0,1
10시,513.0,1
10시,361.0,1
10시,466.0,1
10시,337.0,1
10시,244.0,1
10시,1893.0,1
10시,441.0,1
10시,828.0,1
10시,683.0,1
10시,399.0,1
10시,312.0,0
10시,167.0,0
10시,235.0,0
10시,521.0,0
10시,292.0,0
10시,304.0,0
10시,1125.0,0
10시,451.0,0
10시,318.0,0
10시,363.0,0
11시,490.0,0
11시,272.0,0
11시,397.0,0
11시,300.0,0
11시,195.0,0
11시,360.0,0
11시,281.0,0
11시,295.0,0
11시,466.0,0
11시,375.0,0
11시,415.0,0
11시,316.0,0
11시,659.0,0
11시,726.0,0
11시,831.0,1
11시,237.0,1
11시,275.0,1
11시,549.0,1
11시,142.0,1
11시,236.0,1
11시,575.0,1
11시,120.0,1
11시,214.0,1
11시,858.0,1
13시,142.0,1
13시,549.0,1
13시,415.0,0
13시,332.0,0
13시,280.0,0
13시,449.0,0
13시,175.0,0
13시,295.0,0
13시,281.0,0
13시,360.0,0
13시,651.0,0
13시,531.0,0
14시,397.0,0
14시,363.0,0
14시,318.0,0
14시,451.0,0
14시,167.0,0
14시,312.0,0
14시,399.0,1
14시,357.0,1
14시,526.0,1
14시,518.0,1
14시,828.0,1
15시,244.0,1
15시,466.0,1
15시,361.0,1
15시,298.0,0
15시,1683.0,0
15시,827.0,0
15시,313.0,0
15시,322.0,0
15시,463.0,0
15시,374.0,0
15시,461.0,0
15시,344.0,0
15시,586.0,0
15시,292.0,0
15시,163.0,0
15시,251.0,0
15시,330.0,0
15시,420.0,0
19시,232.0,1
19시,193.0,1
19시,636.0,1
19시,526.0,1
19시,242.0,1
06시,189.0,1
06시,1291.0,1
06시,930.0,1
06시,745.0,1
06시,223.0,1
06시,114.0,1
06시,461.0,1
06시,218.0,1
06시,280.0,1
06시,384.0,1
06시,312.0,1
06시,313.0,0
06시,457.0,0
06시,324.0,0
06시,670.0,0
06시,446.0,0
06시,301.0,0
06시,334.0,0
06시,523.0,0
06시,305.0,0
06시,315.0,0
06시,311.0,0
06시,563.0,0
06시,422.0,0
06시,337.0,0
06시,1163.0,0
06시,710.0,0
06시,254.0,0
07시,823.0,0
07시,587.0,0
07시,173.0,0
07시,239.0,0
07시,475.0,0
07시,915.0,0
07시,475.0,0
07시,358.0,0
07시,490.0,0
07시,347.0,0
07시,1778.0,0
07시,1128.0,0
07시,218.0,0
07시,441.0,0
07시,767.0,0
07시,1270.0,1
07시,278.0,1
07시,348.0,1
07시,624.0,1
07시,540.0,1
07시,383.0,1
07시,499.0,1
07시,426.0,1
07시,937.0,1
07시,270.0,1
07시,1942.0,1
07시,259.0,1
08시,283.0,1
08시,392.0,0
08시,826.0,0
08시,320.0,0
08시,474.0,0
08시,280.0,0
08시,1683.0,0
08시,773.0,0
08시,254.0,0
08시,315.0,0
08시,400.0,0
08시,469.0,0
08시,992.0,0
08시,407.0,0
08시,249.0,0
08시,210.0,0
08시,227.0,0
08시,437.0,0
08시,385.0,0
08시,342.0,0
08시,318.0,0
08시,439.0,0
08시,341.0,0
08시,765.0,0
08시,311.0,0
08시,710.0,0
08시,405.0,0
08시,542.0,0
08시,350.0,0
08시,508.0,0
09시,97.0,0
09시,245.0,0
09시,386.0,0
09시,265.0,1
09시,481.0,1
09시,528.0,1
09시,275.0,1
09시,270.0,1
09시,518.0,1
09시,140.0,1
09시,165.0,1
09시,236.0,1
09시,541.0,1
12시,651.0,0
12시,348.0,0
12시,318.0,0
12시,227.0,0
12시,210.0,0
12시,249.0,0
12시,407.0,0
12시,457.0,0
12시,469.0,0
12시,417.0,0
12시,400.0,0
12시,315.0,0
12시,571.0,0
12시,677.0,0
12시,283.0,1
12시,259.0,1
12시,1942.0,1
13시,270.0,1
13시,499.0,1
13시,624.0,1
13시,348.0,1
13시,278.0,1
13시,1270.0,1
13시,767.0,0
13시,441.0,0
13시,239.0,0
13시,173.0,0
13시,436.0,0
13시,563.0,0
13시,533.0,0
14시,315.0,0
14시,305.0,0
14시,415.0,0
14시,346.0,0
14시,787.0,0
14시,484.0,1
14시,280.0,1
14시,218.0,1
14시,461.0,1
14시,114.0,1
14시,223.0,1
14시,571.0,1
15시,595.0,1
15시,745.0,1
15시,223.0,1
15시,114.0,1
15시,461.0,1
15시,218.0,1
15시,280.0,1
16시,384.0,1
16시,312.0,1
16시,512.0,1
16시,787.0,0
16시,602.0,0
16시,470.0,0
16시,457.0,0
16시,324.0,0
16시,346.0,0
16시,415.0,0
16시,200.0,0
16시,223.0,0
16시,315.0,0
16시,311.0,0
16시,627.0,0
16시,533.0,0
16시,337.0,0
16시,1163.0,0
16시,710.0,0
16시,405.0,0
16시,572.0,0
16시,428.0,0
16시,348.0,0
16시,436.0,0
16시,173.0,0
16시,239.0,0
16시,475.0,0
16시,1196.0,0
16시,361.0,0
16시,684.0,0
16시,501.0,0
16시,839.0,0
16시,915.0,0
16시,475.0,0
17시,347.0,0
17시,1778.0,0
17시,1128.0,0
17시,767.0,0
17시,441.0,0
17시,767.0,0
17시,1270.0,1
17시,278.0,1
17시,348.0,1
17시,383.0,1
17시,499.0,1
17시,426.0,1
17시,937.0,1
17시,270.0,1
17시,1942.0,1
17시,259.0,1
17시,283.0,1
17시,392.0,0
17시,826.0,0
17시,569.0,0
17시,1683.0,0
17시,773.0,0
17시,254.0,0
17시,677.0,0
17시,727.0,0
17시,890.0,0
17시,309.0,0
17시,1070.0,0
17시,834.0,0
18시,571.0,0
18시,315.0,0
18시,400.0,0
18시,417.0,0
18시,276.0,0
18시,469.0,0
18시,992.0,0
18시,813.0,0
18시,457.0,0
18시,407.0,0
18시,249.0,0
18시,210.0,0
18시,227.0,0
18시,437.0,0
18시,342.0,0
18시,318.0,0
18시,348.0,0
18시,341.0,0
18시,765.0,0
18시,746.0,0
18시,722.0,0
18시,311.0,0
18시,710.0,0
18시,405.0,0
18시,542.0,0
18시,350.0,0
18시,508.0,0
18시,97.0,0
18시,245.0,0
18시,386.0,0
18시,208.0,0
18시,386.0,0
18시,265.0,1
18시,481.0,1
18시,528.0,1
18시,275.0,1
18시,270.0,1
19시,518.0,1
19시,140.0,1
19시,165.0,1
19시,541.0,1
07시,341.0,0
07시,439.0,0
07시,651.0,0
07시,348.0,0
07시,437.0,0
07시,227.0,0
07시,210.0,0
07시,249.0,0
08시,469.0,0
08시,417.0,0
08시,400.0,0
08시,677.0,0
08시,283.0,1
08시,397.0,1
08시,396.0,1
08시,499.0,1
08시,383.0,1
08시,540.0,1
08시,624.0,1
08시,348.0,1
08시,278.0,1
08시,441.0,0
09시,361.0,0
09시,1196.0,0
09시,475.0,0
09시,239.0,0
09시,173.0,0
09시,587.0,0
09시,823.0,0
09시,436.0,0
09시,337.0,0
09시,422.0,0
09시,315.0,0
09시,305.0,0
10시,461.0,1
10시,1291.0,1
10시,364.0,1
11시,189.0,1
11시,329.0,1
11시,364.0,1
11시,1291.0,1
